"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"McDowell County, WV"	"54047"	4577	293000	1562.1
	"Marion County, WV"	"54049"	8510	675295	1260.2
	"Marshall County, WV"	"54051"	4675	411747	1135.4
	"Mason County, WV"	"54053"	3708	318992	1162.4
	"Mercer County, WV"	"54055"	10096	744143	1356.7
	"Mineral County, WV"	"54057"	3678	329373	1116.7
	"Mingo County, WV"	"54059"	4187	329050	1272.5
	"Monongalia County, WV"	"54061"	7528	1055236	713.4
	"Monroe County, WV"	"54063"	1877	163010	1151.5
	"Morgan County, WV"	"54065"	2158	195770	1102.3
	"Nicholas County, WV"	"54067"	3724	314912	1182.6
	"Ohio County, WV"	"54069"	7159	547219	1308.3
	"Pendleton County, WV"	"54071"	1083	95501	1134.0
	"Pleasants County, WV"	"54073"	1049	91663	1144.4
	"Pocahontas County, WV"	"54075"	1404	107434	1306.8
	"Preston County, WV"	"54077"	3947	376299	1048.9
	"Putnam County, WV"	"54079"	5652	640155	882.9
	"Raleigh County, WV"	"54081"	11238	943577	1191.0
	"Randolph County, WV"	"54083"	4066	345572	1176.6
	"Ritchie County, WV"	"54085"	1548	125343	1235.0
	"Roane County, WV"	"54087"	2160	183263	1178.6
	"Summers County, WV"	"54089"	2076	165916	1251.2
	"Taylor County, WV"	"54091"	2247	196641	1142.7
	"Tucker County, WV"	"54093"	1073	86662	1238.1
	"Tyler County, WV"	"54095"	1354	113463	1193.3
	"Upshur County, WV"	"54097"	3147	284729	1105.3
	"Wayne County, WV"	"54099"	5578	513515	1086.2
	"Webster County, WV"	"54101"	1383	113615	1217.3
	"Wetzel County, WV"	"54103"	2565	205044	1251.0
	"Wirt County, WV"	"54105"	676	69581	971.5
	"Wood County, WV"	"54107"	11857	1045913	1133.7
	"Wyoming County, WV"	"54109"	3648	295490	1234.6
	"Adams County, WI"	"55001"	2759	245896	1122.0
	"Ashland County, WI"	"55003"	2327	197915	1175.8
	"Barron County, WI"	"55005"	5657	547218	1033.8
	"Bayfield County, WI"	"55007"	1824	181186	1006.7
	"Brown County, WI"	"55009"	19239	2843256	676.7
	"Buffalo County, WI"	"55011"	1564	165480	945.1
	"Burnett County, WI"	"55013"	2118	189979	1114.9
	"Calumet County, WI"	"55015"	3186	542008	587.8
	"Chippewa County, WI"	"55017"	6104	705144	865.6
	"Clark County, WI"	"55019"	3930	409980	958.6
	"Columbia County, WI"	"55021"	6076	657378	924.3
	"Crawford County, WI"	"55023"	2085	203224	1026.0
	"Dane County, WI"	"55025"	32178	5473537	587.9
	"Dodge County, WI"	"55027"	10356	1052925	983.5
	"Door County, WI"	"55029"	3688	336573	1095.8
	"Douglas County, WI"	"55031"	5253	524376	1001.8
	"Dunn County, WI"	"55033"	3410	502607	678.5
	"Eau Claire County, WI"	"55035"	8487	1145059	741.2
	"Florence County, WI"	"55037"	648	57863	1119.9
	"Fond du Lac County, WI"	"55039"	10922	1191495	916.7
	"Forest County, WI"	"55041"	1358	117090	1159.8
	"Grant County, WI"	"55043"	5982	602576	992.7
	"Green County, WI"	"55045"	3856	421718	914.4
	"Green Lake County, WI"	"55047"	2775	229902	1207.0
	"Iowa County, WI"	"55049"	2324	279392	831.8
	"Iron County, WI"	"55051"	1044	77094	1354.2
	"Jackson County, WI"	"55053"	2312	237241	974.5
	"Jefferson County, WI"	"55055"	7216	953623	756.7
	"Juneau County, WI"	"55057"	3320	308983	1074.5
	"Kenosha County, WI"	"55059"	15085	1899161	794.3
	"Kewaunee County, WI"	"55061"	2187	245860	889.5
	"La Crosse County, WI"	"55063"	10819	1322078	818.3
	"Lafayette County, WI"	"55065"	1712	198783	861.2
	"Langlade County, WI"	"55067"	2788	245936	1133.6
	"Lincoln County, WI"	"55069"	3716	352511	1054.2
	"Manitowoc County, WI"	"55071"	9649	984980	979.6
	"Marathon County, WI"	"55073"	11889	1551882	766.1
	"Marinette County, WI"	"55075"	5909	511504	1155.2
	"Marquette County, WI"	"55077"	2035	183504	1109.0
	"Menominee County, WI"	"55078"	459	52646	871.9
	"Milwaukee County, WI"	"55079"	102354	11255690	909.4
	"Monroe County, WI"	"55081"	4819	511098	942.9
	"Oconto County, WI"	"55083"	4047	443905	911.7
	"Oneida County, WI"	"55085"	4910	440192	1115.4
	"Outagamie County, WI"	"55087"	13813	2025888	681.8
	"Ozaukee County, WI"	"55089"	7699	1014996	758.5
	"Pepin County, WI"	"55091"	901	89428	1007.5
	"Pierce County, WI"	"55093"	2822	466796	604.5
	"Polk County, WI"	"55095"	4879	519119	939.9
	"Portage County, WI"	"55097"	5498	819923	670.6
	"Price County, WI"	"55099"	2279	180493	1262.7
	"Racine County, WI"	"55101"	18729	2305554	812.3
	"Richland County, WI"	"55103"	2110	217319	970.9
	"Rock County, WI"	"55105"	16028	1877203	853.8
	"Rusk County, WI"	"55107"	2072	180902	1145.4
	"St. Croix County, WI"	"55109"	5525	893977	618.0
	"Sauk County, WI"	"55111"	6353	700558	906.8
	"Sawyer County, WI"	"55113"	2256	197680	1141.2
	"Shawano County, WI"	"55115"	5254	495733	1059.8
	"Sheboygan County, WI"	"55117"	12463	1369401	910.1
	"Taylor County, WI"	"55119"	2179	242273	899.4
	"Trempealeau County, WI"	"55121"	3495	333916	1046.7
	"Vernon County, WI"	"55123"	3589	345822	1037.8
	"Vilas County, WI"	"55125"	3114	260029	1197.6
	"Walworth County, WI"	"55127"	9967	1178757	845.6
	"Washburn County, WI"	"55129"	2200	192490	1142.9
	"Washington County, WI"	"55131"	10570	1496706	706.2
	"Waukesha County, WI"	"55133"	34035	4513703	754.0
	"Waupaca County, WI"	"55135"	8174	627979	1301.6
	"Waushara County, WI"	"55137"	3102	290345	1068.4
	"Winnebago County, WI"	"55139"	15533	1935979	802.3
	"Wood County, WI"	"55141"	8427	899992	936.3
	"Albany County, WY"	"56001"	2175	404102	538.2
	"Big Horn County, WY"	"56003"	1631	136004	1199.2
	"Campbell County, WY"	"56005"	2299	464592	494.8
	"Carbon County, WY"	"56007"	1653	185545	890.9
	"Converse County, WY"	"56009"	1112	152444	729.4
	"Crook County, WY"	"56011"	603	75423	799.5
	"Fremont County, WY"	"56013"	4446	446872	994.9
	"Goshen County, WY"	"56015"	1604	151349	1059.8
	"Hot Springs County, WY"	"56017"	764	56781	1345.5
	"Johnson County, WY"	"56019"	940	92842	1012.5
	"Laramie County, WY"	"56021"	8362	1029357	812.4
	"Lincoln County, WY"	"56023"	1368	192298	711.4
	"Natrona County, WY"	"56025"	7203	842091	855.4
	"Niobrara County, WY"	"56027"	340	28579	1189.7
	"Park County, WY"	"56029"	2899	319150	908.4
	"Platte County, WY"	"56031"	1133	104573	1083.5
	"Sheridan County, WY"	"56033"	3499	329170	1063.0
	"Sublette County, WY"	"56035"	606	92056	658.3
	"Sweetwater County, WY"	"56037"	3056	475813	642.3
	"Teton County, WY"	"56039"	910	235578	386.3
	"Uinta County, WY"	"56041"	1481	239752	617.7
	"Washakie County, WY"	"56043"	1029	98061	1049.3
	"Weston County, WY"	"56045"	803	81583	984.3
"---"
"Dataset: Compressed Mortality, 1999-2010"
"Query Parameters:"
"Title:"
"Age Group: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: All"
"Race: All"
"States: All"
"Urbanization: All"
"Year: All, 1999 to 2010"
"Group By: County"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Jan 15, 2014 8:39:35 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2010 on CDC WONDER Online Database, released January 2013. Data are compiled from Compressed Mortality File 1999-2010"
"Series 20 No. 2P, 2013. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Jan 15, 2014 8:39:35 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"2. Data discontinuity due to county line boundary changes in requested years. See Caveats below for more information."
"3. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information."
"---"
Caveats:
"1. Data for Denali Borough, Alaska (FIPS code 02068) are only available for 2003 and later; for computational purposes, counts"
"and population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years prior to 2003, only data for 2003 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Denali Borough."
"2. There is a discontinuity in the mortality and population data for Yukon-Koyukuk Census Area (FIPS code 02290) between 2002"
"and 2003. The discontinuity occurs because part of Yukon-Koyukuk Census Area became Denali Borough, Alaska (FIPS code 02068) and"
"beginning in 2003, deaths and population counts for this former part of Yukon-Koyukuk are reported for Denali Borough and are no"
"longer included with data for Yukon-Koyukuk."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Clifton Forge."
"4. There is a discontinuity in the mortality and population data for Alleghany, Virginia (FIPS code 51005) between 2000 and"
"2001. It occurs because for 2001 and beyond, death counts and population estimates for Clifton Forge city, Virginia (FIPS code"
"51560) have been combined with those for Alleghany county."
"5. Data for Broomfield, Colorado (FIPS code 08014) are only available for 2003 and later; for computational purposes, counts and"
"population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not"
"include any data for years prior to 2003, only data for 2003 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Broomfield."
"6. There is a discontinuity in the mortality and population data for Adams, Colorado (FIPS code 08001), Boulder, Colorado (FIPS"
"code 08013), Jefferson, Colorado (FIPS code 08059), and Weld, Colorado (FIPS code 080123) between 2002 and 2003. This"
"discontinuity occurs because territory in each of these four counties has been combined to form a new county, Broomfield,"
"Colorado (FIPS code 08014). Beginning in 2003, deaths and population counts for this territory are reported for Broomfield"
"county and are no longer included with data for Adams, Boulder, Jefferson, and Weld."
"7. Deaths for Allen Parish, Louisiana (FIPS code 22003] in 2006 through 2008 are under reported due to problems with registering"
"the deaths with the Louisiana Vital Statistics Office."
"8. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"9. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"10. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"11. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"12. About sub-national population figures: population figures for 1999 are from the 1990-1999 series of bridged-race intercensal"
"estimates of the July 1 resident population; population figures for 2000 and 2010 are bridged-race April 1 census counts; and"
"population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race intercensal estimates of the July 1"
"resident population."
"13. Due to confidentiality constraints, sub-national death counts and rates are suppressed when the number of deaths is less"
"than 10. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Assurance of Confidentiality."
"14. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
